Employee,Risk_%,Top_Driver,Employee_Value,Population_Avg,Contribution,Direction
20480,44.7,Application ID,16319.0,7489.08,151.8422,▲ risk
20488,44.7,Application ID,16327.0,7489.08,151.9797,▲ risk
20478,44.7,Application ID,16317.0,7489.08,151.8078,▲ risk
1853,44.6,MonthlyRate,23785.0,14297.63,190.4372,▲ risk
11164,44.6,Application ID,8845.0,7489.08,23.3168,▲ risk
11169,44.6,Application ID,8849.0,7489.08,23.3856,▲ risk
1844,44.6,MonthlyRate,23785.0,14297.63,190.4372,▲ risk
1846,44.6,MonthlyRate,23785.0,14297.63,190.4372,▲ risk
15975,44.4,MonthlyRate,25681.0,14297.63,228.495,▲ risk
1475,44.4,Application ID,1202.0,7489.08,-108.1147,▼ risk
1469,44.4,Application ID,0.0,7489.08,-128.7847,▼ risk
15980,44.4,MonthlyRate,25681.0,14297.63,228.495,▲ risk
15972,44.4,MonthlyRate,25681.0,14297.63,228.495,▲ risk
1466,44.4,Application ID,1194.0,7489.08,-108.2523,▼ risk
15967,44.4,MonthlyRate,25681.0,14297.63,228.495,▲ risk
1476,44.4,Application ID,1203.0,7489.08,-108.0975,▼ risk
1468,44.4,Application ID,1196.0,7489.08,-108.2179,▼ risk
1470,44.4,Application ID,1197.0,7489.08,-108.2007,▼ risk
1473,44.4,Application ID,1200.0,7489.08,-108.1491,▼ risk
1477,44.4,Application ID,0.0,7489.08,-128.7847,▼ risk
20982,44.2,MonthlyRate,21495.0,14297.63,144.4707,▲ risk
20984,44.2,Application ID,16721.0,7489.08,158.7551,▲ risk
20976,44.2,Application ID,16715.0,7489.08,158.6519,▲ risk
20983,44.2,Application ID,16720.0,7489.08,158.7379,▲ risk
20974,44.2,Application ID,16713.0,7489.08,158.6175,▲ risk
20979,44.2,Application ID,16717.0,7489.08,158.6863,▲ risk
20975,44.2,Application ID,16714.0,7489.08,158.6347,▲ risk
20971,44.2,Application ID,16710.0,7489.08,158.5659,▲ risk
5260,44.1,MonthlyRate,24737.0,14297.63,209.5464,▲ risk
5254,44.1,MonthlyRate,24737.0,14297.63,209.5464,▲ risk
5246,44.1,MonthlyRate,24737.0,14297.63,209.5464,▲ risk
5252,44.1,MonthlyRate,24737.0,14297.63,209.5464,▲ risk
19388,44.0,Application ID,0.0,7489.08,-128.7847,▼ risk
19385,44.0,Application ID,15430.0,7489.08,136.5546,▲ risk
19393,44.0,Application ID,15436.0,7489.08,136.6578,▲ risk
19380,44.0,Application ID,15427.0,7489.08,136.503,▲ risk
2782,44.0,Application ID,2213.0,7489.08,-90.7293,▼ risk
2774,44.0,Application ID,2207.0,7489.08,-90.8324,▼ risk
1768,43.9,Application ID,1427.0,7489.08,-104.2456,▼ risk
1704,43.9,Application ID,0.0,7489.08,-128.7847,▼ risk
1775,43.9,Application ID,1433.0,7489.08,-104.1424,▼ risk
13949,43.8,MonthlyRate,21026.0,14297.63,135.0566,▲ risk
13943,43.8,MonthlyRate,21026.0,14297.63,135.0566,▲ risk
13951,43.8,MonthlyRate,21026.0,14297.63,135.0566,▲ risk
6808,43.8,MonthlyRate,18437.0,14297.63,83.0884,▲ risk
13957,43.8,MonthlyRate,21026.0,14297.63,135.0566,▲ risk
6806,43.8,MonthlyRate,18437.0,14297.63,83.0884,▲ risk
9114,43.8,MonthlyRate,18686.0,14297.63,88.0865,▲ risk
9106,43.8,MonthlyRate,18686.0,14297.63,88.0865,▲ risk
6815,43.8,MonthlyRate,18437.0,14297.63,83.0884,▲ risk
